NA;LAN1 ;LAN2;LAS1;LAS2;NA1;NA2
NA;https://la1.api.riotgames.com;https://la1.api.riotgames.com;https://la2.api.riotgames.com;https://la2.api.riotgames.com;https://na1.api.riotgames.com;https://na1.api.riotgames.com
